precipitation,temp_max,temp_min,wind
1.4,28.1,14.7,8.4
0.8,35,23.1,6.5
3.4,27.1,26.1,1.4
21.2,34.2,30.4,9.9
1.4,24.4,19.7,15.3
5.6,32.6,27.4,15
7.2,37.2,21.8,8.6
1.4,17.6,16.6,8.2
6.5,26,25,11.4
2.3,32.9,25.3,7
5,29,14.1,10.9
5,31.9,29.4,12.3
3.8,27,26,13.7
0.5,30.4,18.9,9.7
9,29.2,24,9.4
1.9,35.8,24.5,7.4
1,31.3,23.3,7.5
0.2,31.7,19.2,9.3
4.5,27.9,18.6,11.1
5.7,27.6,21.9,12.7
0.1,27.8,26.8,7.6
3.6,32,24.7,14.5
1.3,27.9,20.1,9.2
5.2,31.4,25.9,9.9
1,40.4,7.8,7.8
5.9,34.4,27.7,2.7
2.4,28.4,13.3,12.7
13.8,36,20.2,12.2
0.7,28,16.4,9.2
2.1,19.8,15.5,10.2
0.6,25,24,11.5
12.9,20.6,19.6,5.3
10.5,28.2,23.7,8.4
1.5,30.1,21.8,12.4
5.4,38.4,24.4,6.2
8.5,31.6,22.4,10.9
4.1,28.9,15.6,5.9
3.8,34.1,27,11.4
1.4,18.9,17.9,9.9
0.5,31.2,14.2,5.2
11.4,33.9,19.9,13.5
11.5,22.6,21.6,7.8
5,35.7,26.3,7.6
2.1,31.7,20.3,10.6
2.1,27.9,20.3,13.4
6.5,33.2,20.4,7
11.4,41.4,32.4,10.2
10.9,30.9,23.9,11.3
7.6,31.2,24.2,12.1
5.1,27.7,26.7,10.5
0.4,25.8,23.2,8.9
0.9,34.2,20.7,7.5
11.4,25.7,21,10.3
4.7,30.4,21.6,6.8
0,27.6,21.8,1.2
0.5,32.4,25.6,11.3
5.4,31.7,22.3,12.7
0,35.2,25.7,2.9
0.9,27.4,21.6,7
4,28.7,22.4,11.9
5.9,25.1,12,16.2
5.3,27.8,26.6,10.1
1.3,31.9,23.7,7.8
6.2,33.8,27,9.5
1.4,25.4,7.5,14.1
2,34.3,32.4,8.1
6.9,36.8,21.3,7.6
5.2,32.1,27.5,8.6
9.5,39.4,16.8,7.1
5.4,26.1,25.1,10.4
4.2,23.8,16.7,14.9
0.5,21.1,18.9,11
2.3,37.5,31.6,9.2
1.5,33.3,21,9.1
1.4,29.7,23.1,5.3
18.1,31.4,26.4,12.6
2.5,24.4,23.4,9.8
11.1,42.2,22.8,9.5
5,30.6,23.8,19.6
7.9,30.5,29.5,10.9
3.5,33.6,21.7,7.7
4.3,32.4,23,8.7
3.4,31.1,27.3,13.4
1.1,26,25,10.3
6.4,32.4,27.9,5.7
1.6,39.4,25.2,12.8
0.1,36.7,16.3,8
5.2,38,30.2,15.6
1,27.4,16.3,13.2
14.1,25.1,23.5,8.7
15.4,29.4,18.2,13.8
12.3,30.3,21.7,10.2
2.3,35.5,23.6,12.6
0.1,21.5,20.5,11.5
13.2,37.6,24.1,7.5
2.8,29.2,28.2,8.1
17,27.9,24.3,13.1
16.6,24.9,20.8,9
9.6,21.7,20.7,8.8
1.7,34.1,27.9,7.1
2.4,30.4,15.9,11.3
9.5,23.6,22.6,16.2
1.9,23.5,22.5,6.8
0.9,28.3,20.5,10.1
4.1,38.3,28.9,14.2
13.8,28.7,21.2,9.8
6,22.5,21.5,11.4
4.2,28.8,21.1,6.8
0.5,28.6,22.1,11.3
4.8,16.5,15.5,9.4
23.1,29.7,14.8,13
0.8,28.8,27.8,13.6
3.7,33.5,17.8,17.8
10.5,39.2,17,11.7
6.8,35.6,11.2,11
6,28.7,18.8,10.6
6.1,24.5,15.4,8.9
2.2,42.9,30.2,11
1.7,30.3,27,9.1
8.3,30.1,18.6,10.5
8.3,29.9,28.9,14
10.1,31,26.9,7
12.2,29.3,20.4,13.4
3.6,27.1,9.5,14
3.5,27.3,26.3,9.6
8,29.8,15.1,3.6
5.2,27.3,13.8,8.2
6.1,26.4,25.4,13.9
7.9,30.5,29.5,9.9
11,28.7,27.7,7
2.1,37.5,24.8,8.5
2.4,16.7,15.7,12.5
0.5,35.5,26.3,11.6
4.3,36.2,25.8,9.3
0.2,19.6,18.6,8.9
3.1,28.3,22.5,8.8
3.9,28.1,21.7,7.2
1.7,23,18.2,14.8
4.5,26.1,20.6,9
0.2,24.4,13.5,13.7
0.2,38.8,21.5,14.6
8.6,34.7,17.1,13
2.2,36.4,16.5,8.7
0.7,33.6,22.9,11.2
3.7,24.4,23.4,9.9
7.3,27.4,26.4,7.3
1.2,32.4,14.1,11
4.9,23.9,17.1,6.5
0.4,33.6,26.7,13.6
0.3,28.8,17.1,8.6
3.8,28.1,20.9,10.6
3.9,33.6,24.8,10.8
5.1,32.2,17.2,9.2
6.5,28.2,22.5,11.8
18.6,35.8,15.3,8.6
3.6,24.6,19,12.6
2,33.1,23.6,6
7.9,33,14,10.4
1.6,28.5,24.2,15.8
2.9,31.6,21.9,7
0.4,23.7,22.7,8
0.1,34.6,23.1,11.5
16.4,29.1,28.1,10.5
9,27.4,22.6,11.1
6,35.2,19.9,11.5
2.6,26.5,22.6,11.9
1,23,22,13.3
0.9,22.2,21.2,11.2
1.4,33,22.2,9.3
4,23.6,18.5,12
6.3,38.8,18.7,15.7
5.4,19.6,15,9.6
1.6,38.5,30.7,7.1
15.5,31.1,15.8,13.3
6.7,29.5,18.5,9.6
4,27.3,18.4,3.5
4.7,32,26.5,12.5
2.7,29.8,20.5,8.4
1.4,35.5,28.2,9.7
2.2,30.6,18.6,11
7.1,30.8,23.4,10.6
0.1,28.2,17.8,12.1
0.6,29.7,28.7,8.7
0.2,31.5,16.1,11.5
0.2,21.4,20.4,9.2
9.7,23.3,22.3,12.2
6.1,33.7,24.1,11.8
3.2,30.9,21.1,7.2
0.5,29.1,21.4,13.3
3.4,30.1,22.2,8.4
3.2,31.7,21.3,12.4
1,27.3,26.3,11.1
2.8,26.1,25.1,15.5
2.5,31,19.2,9.3
4.8,25.1,15.2,9
5,32,21.6,9.9
0.2,21.5,20.5,9.1
2.3,35.1,18,12.4
4.9,32.4,30.2,5.2
3.5,31.3,30.3,6.8
9.7,34.9,19.2,6.8
5.4,38.3,24.8,12.9
0.9,35.1,30.1,15.1
0.4,20.8,19.8,9.7
5.1,23.6,21,9.5
0.1,26.9,19.1,10.2
4.4,30.1,16.9,13.5
14.1,32.6,18.8,7.2
4.3,26.4,15.9,10.7
2.5,30.9,22.2,12.9
5.2,26.2,18.2,11.5
3.1,26.9,23.2,10.6
3.9,23,14.2,13
14.2,25.4,23.7,1.9
2.4,23.2,22.2,12
16.2,25.1,12,8
11.8,35.3,23.9,4.5
1.1,25.3,24.3,11.5
0.4,43.2,16,14.1
0.5,32.5,30.4,9.6
0.1,30.9,24.1,12.9
0.5,25.7,18.5,14.8
5.7,33.5,21.7,13.9
0.4,27.1,24.8,14.9
1.9,30.6,22.4,12.2
9.3,42.8,24.7,10.2
0.1,29.5,17.4,5.2
8.4,35.7,22.8,9.3
1.7,26.5,14.9,7.5
0.6,29.8,21.4,16.5
6,38.9,17.5,9.5
5,26.9,18.3,10.4
10.5,39.1,28.2,11.7
6.6,33.5,27.5,10.1
8.1,27.2,25,15.1
1.7,33.2,16.5,8.1
1,34.9,20.4,10.6
6.9,33.1,28.1,7.8
8.2,22.1,21.1,6
23.3,26.4,25.4,8.2
2.7,28.8,24,9.9
2.3,29.6,23,8.7
7.5,33.1,20.5,7.9
2.1,30.9,22.7,5.8
13.4,23.3,21.2,9.8
9.8,31.9,25.5,5.5
2.8,33.1,26.8,12.3
6.9,32.8,18.1,10.2
7,35.4,15.3,5.6
0.5,34.2,12.8,9.1
11.6,32.3,24.5,7.7
3.5,29.6,16.5,11
8.8,21.7,11.2,14
1.9,32.1,23.9,4.4
11.3,31,30,10.3
2.5,31.4,22,9.5
0.1,23.6,22.6,12
11.8,24.6,22.4,10.6
0.5,35.3,21.5,7.7
1.9,29.8,26.6,9
15,33.4,20.5,7.6
15,30.1,23.3,13.2
4.3,30.1,23.6,10.1
5,34.7,18.7,15.7
3,27.4,26.4,9.8
1.7,30.5,21.1,7.9
2,27.7,18.2,5.5
5.6,27.8,24.7,4.6
7,28.5,17.5,5.2
7.8,31.1,22.1,10.8
7.8,27.6,22,11.5
0.5,36.3,27.4,5.3
3.4,25.5,24.4,12.7
0.3,29.1,21.9,8.6
4,27.8,26.1,10.4
2.9,37.2,29,14.8
10.9,31,24.8,12.7
2.2,35.2,22.1,9.2
0.6,22.6,15.4,7.3
0.8,31.3,16.7,3.5
7.2,34.4,20.5,7.8
4.8,30.4,19,9.4
0.5,35.3,21.1,7
0.4,27.4,22.3,9.6
6,37,24.6,10.2
0.4,41.5,21.6,9.3
8.6,28.2,24.4,8
6.1,27.8,22.3,10.5
0.4,37.3,12.1,11.3
0.4,37.9,17.3,6.7
21.6,27.4,21.3,14.2
2.3,27.9,16,9.7
2.3,28.6,25,10.1
8.4,23.3,22.3,12.1
14.7,25.4,24.4,10.7
21.3,25,20.9,12.9
7,26.2,25.2,10.9
2.4,29.8,22.7,8.2
0.4,31.2,20.3,11.1
7.5,37.8,18.9,6.6
4.1,25,20.5,10.3
2.8,34.9,20.1,9.9
11.8,28.9,22.9,9.4
0.6,29.8,22.8,9.6
3.4,33.4,22,4.4
0.1,24.4,23.4,8.4
3.2,31.9,28,10.3
0.3,30.8,26.7,10.5
0.6,32.5,14.6,6.9
0.6,31.4,9.2,13.8
5.2,42.3,26.7,7.4
6.9,26.8,15.2,12.9
4.4,27.3,20.9,11.3
16.4,26.9,16.1,8.1
2.3,27.2,13,15.3
1.7,26.8,24.7,6.4
10.1,35.9,25.8,12.8
1.3,37.1,19.1,13
16.5,27.1,9,8
0.1,25.8,19.3,14.2
17.5,32.4,24,9.2
0.2,27.2,14.6,10.9
11.1,33.2,22.9,10.8
3.8,31,21.9,9.6
24.8,22.4,21.4,12.4
0.4,37.7,22.6,12.4
4,39,17.1,4.8
17.4,26.9,25.9,13.9
3.7,28.1,21.2,5
5,31.4,21.9,13.1
5.9,31.7,17.3,13.4
3,33.3,19.8,6.7
4.9,40.1,17.6,8.8
4.4,29.1,21.1,6.7
11.6,26,25,9.4
0.2,23.1,15.1,9.1
1.6,26.3,13.9,12.3
15,29.8,28.8,13.9
11,39,21,14.2
3,27.4,18.7,8.3
4.8,31.1,27.2,9.4
1.6,29.9,19,4.9
1,35.9,31.1,7.6
3.1,42.6,25.4,12.9
2.2,27.3,19.6,14.8
4.4,27.6,26.6,6.3
0.4,35.2,19,8.2
18.3,33.4,25.7,9.9
21.4,39.2,23.5,10.8
5.6,39.4,20.8,13.4
3.3,33.8,19.6,9.4
8.7,28.4,21.3,11.3
0.2,32.7,19.6,10.6
8.3,27.1,19.2,14.7
4.2,30,10.7,10.1
1.8,25,23.5,10
0.2,24.9,23.8,9.1
23.3,30.7,28,13.6
0,23,17,6.7
7.3,30.7,25.3,8.1
6.9,28.1,22.4,7.1
2.4,30.3,28.4,13.9
3.4,33.6,26.1,15.6
13.2,35.1,28.2,11.7
2.5,32.1,23,8.5
18.2,25.7,22.2,11.5
3.7,33.2,25.1,6.2
0.5,37.4,28.8,12.3
8.4,31.6,22.1,16.8
1.2,20.6,18.9,11.6
4,23.8,22.8,11
1.7,31.7,23.5,6.1
8.5,28.5,16.6,13.7
8.8,41.5,17.1,11.7
1.3,27.6,19.9,10.7
5.2,28.9,20,7.5
0.5,32.8,24.4,10.9
2.7,18.1,17.1,5.4
0.5,34.4,18.1,13.7
0.8,28.8,16.8,10.5
1.2,22.9,15.7,9.4
3.2,27.9,17.5,9.2
0.4,35.8,22.6,11
1.3,31.4,25.8,3.9
0,16.3,15.3,11.3
11.4,32.3,23.6,5
4,28.5,15.6,10.4
0.9,31.1,26.2,10.6
13.2,23.6,22.6,7.3
3.9,35,23.5,9.7
0.2,34.9,21.6,7.2
3.7,30.7,23.7,12.6
5.1,30.1,22.1,9.2
8.1,35.7,21.2,6.1
9,32.5,28.4,7.6
1.5,28.7,19.6,9.3
17.3,29.1,23.1,10.1
3.1,32.4,18.2,10.2
1.5,39.2,24.6,12.8
4,27.7,19.6,16.1
2.4,27.9,23.8,10.1
1.1,34,22.6,7.9
12.4,27.4,17.7,15
14,25.4,24.4,15.1
9.1,24.8,19.7,7.5
2.8,37.3,24.7,16.9
6.3,25.8,24.8,9.2
9.5,28.9,15.9,12.6
0.4,22.6,21.6,4.1
2.6,29.6,19.1,9.1
5.1,28,18,13.5
18.7,29.2,19.7,5.6
6.1,27.9,26.9,7.9
5.1,30.2,24.7,12.9
1.1,29.1,18.6,10.5
1.7,29,21.8,9.8
0.9,26.5,25.5,8.7
1.8,26.6,25.6,9.5
6.3,34.3,24.1,15.1
15.8,29.4,19.7,9.6
0.1,36,25,11.1
1.9,27.9,17.4,12.2
0.3,27.2,16.7,13.6
10.4,35.3,30,7.4
5.9,29.3,16.9,9.9
8.8,28.6,23.7,5.5
12.5,28.3,27.3,12.4
0.8,37,26.8,4.5
3.2,30.3,12.9,4
4,33.3,26.3,8.9
3.6,35.5,16.4,10.4
6.4,32.2,18.2,8.8
8.6,24.7,23.7,10.4
1.3,31.9,27.7,10.8
0.6,36.5,26.9,4.9
4.8,34.4,33.4,14
1.4,31.2,29.2,11.5
8.8,27.5,26.2,11.6
3.1,34.6,22.2,13
5.9,20.8,19.8,14.4
2.2,35.5,32.9,5.8
0.5,36.4,24.7,9.6
1.8,25.7,21.3,9.1
0.9,30.5,16.2,7.3
1.3,21.1,20.1,14.3
3.9,29.8,28.7,17.9
2.2,27,26,11.9
6.8,23.4,22.4,9.2
5.2,31.3,18.7,10.4
7.3,38.2,24.2,12.6
7.8,34.8,19.5,10.5
3.7,28,14,3.6
1.5,37.4,24.7,11.7
26.9,34.7,13.1,9.6
0.6,40.3,20.9,13.4
2.7,28.7,24.1,13.4
0.8,34.9,20.7,7.9
3.5,39.6,22.8,15.5
8.2,20.6,19.6,6.4
3.2,33.8,19.7,9
2.8,24.6,18,4.3
2,26.9,25.9,2.4
0.4,30.4,16.3,10.2
6.4,31.7,29.2,14.7
7,38.7,9,5.3
4.8,31,28,9.6
11.6,30.1,20.2,12.6
0.7,26.8,23.4,5.3
1.1,24.7,19.3,6.2
9.4,24.3,18.8,13.1
5.4,34.3,22.6,8.4
3.6,25.7,23.6,8.5
7.4,38.2,17.4,6.9
7.5,33.3,24.7,9.8
4,36.5,23.2,10.2
5.8,29.2,27.3,8.2
1.4,37.6,17.2,14.6
6.1,28.3,15.7,9.7
2.5,30.1,27.6,7.6
4.8,22.8,12.9,13
4.6,23.2,22.2,10.3
4.7,26.9,23.8,11.3
6.1,32.2,20.8,8.9
0.4,31.9,24.5,10.7
1.2,33.9,27.6,12.3
1.8,31.4,23.2,4.5
16.9,21.9,20.9,9.6
5.4,27.3,26.3,8
1,27.8,26.4,4.2
5.7,32.4,16.2,15.1
9.2,34.1,14,9.5
11.5,26.4,12,14.4
1.2,22.6,16.4,8.5
14.7,32.3,27.1,12.3
1.3,36.9,28.1,9.1
0.8,36.9,21.5,8.6
5,28.3,23.5,4.5
0.2,29.1,14.4,11.6
7.9,27,22.7,11.3
0.8,36.2,17.2,8.3
0.5,29.2,22.1,10
8.5,33.5,25.1,13.2
16.5,30.2,14.6,9.9
7.2,34.6,22.5,12.8
8.6,38.4,28.2,3.4
13.8,29.2,20.3,9.8
2.7,31.3,15.6,9.9
1.9,29.9,26.1,9
6.1,29.2,25.1,10.6
4.9,26.6,19.7,8.2
5.8,23.8,17.6,10.5
6.2,17.5,16.5,11.1
6.3,30,29,12.3
1.3,29.3,19.9,14.9
0.4,34,19,7.9
3.5,28.5,22.9,14.4
14.1,21.2,20.2,4.9
6.6,33.3,24.7,7.2
0.9,41.8,13.8,11.9
0.3,27.9,26.9,16.6
4.4,34,23.5,8.6
4.4,35.5,30.2,8.9
5.6,24.6,23.6,11.3
1.4,25.2,23.9,11.4
3,32.7,19.2,9.3
6,26.5,16.9,9.2
0.9,23,22,6.4
1,31.4,21.8,11.9
2.9,41.3,19.7,10.8
1.4,22.1,21.1,6.2
12.6,25.6,15.6,9.5
1.1,32.3,18.2,13.3
2.6,26.8,19.1,14.3
8.5,27.7,15.5,14.5
0.2,28.6,18.2,11.7
5.5,27.7,13.7,12.9
0.1,28.6,22,10.1
13.2,26.8,25.8,7.6
0.6,33.9,23.6,12.8
0.8,27.8,21.9,5.5
4.7,26.5,20.2,9.9
9.4,30.9,27.9,10.4
2.9,33.4,22,10.9
3.1,31.6,25.3,8.2
9,32.4,18.6,9.8
3.6,36.2,33.1,14.6
3.1,19.7,18.7,14.1
1.7,23.8,16.8,12.5
2.3,25.1,24.1,8.9
2,23.5,22.5,12.6
4.2,30.5,26.1,11.7
7.6,30.1,18.4,13.7
6.4,35.8,16.9,5.6
5.7,29.1,22.5,7.2
13.2,23.9,15.6,11.4
10.1,37.4,23.1,8.8
12.9,36.2,19.3,6.1
0.2,31.5,26.7,12.3
2.5,39.3,18.9,11.1
4.4,44.6,29,4
3.1,27.2,21.1,12.9
5.7,27,7.5,11.9
21.9,34.4,17.9,9.4
0.8,28.6,17.6,9.9
2,34.4,22.5,13.8
15.3,34.2,18.8,8.4
2.8,27.5,26.5,10.1
2.7,35.6,28.2,12.6
10.2,34.2,15.9,11.5
0.2,28.8,17.8,12.7
0.6,36,25.8,14.1
0.7,45.8,9.9,8.1
22.8,34.1,29.3,12.2
0.5,23.2,21.4,10.9
2.6,28.8,26.1,12.4
11.1,28,26.1,12.7
2.4,26.3,25.3,6.2
0.1,33.1,19.2,6.5
2.7,39.9,25.7,13.9
0.4,31.3,24.6,10.5
4.5,25.2,17.1,10.4
3.2,32.9,25.1,9.8
2.2,24.2,9.3,12.3
9.5,34.6,33.2,11
12.1,31.3,23.6,9
3.4,27.5,24,17.4
3,26.2,23,8.9
12.5,32.3,25.9,13.3
10.5,36.1,31.2,10.9
9.4,37,27.1,10.7
5.2,30.9,27.9,14.1
3.8,31.6,20.5,8.7
16.7,29.1,28.1,12.4
1.7,25.4,24.1,14.5
1.8,26,19.1,9.7
0.5,36.9,21,6.6
2.6,26.5,10.3,8.9
3.7,37.8,26.6,10.8
0.5,27.1,26.1,9.2
2,21.8,12.7,12
2.7,27.1,26.1,5.7
22.7,31.6,22.6,5.4
18.9,29.2,25.9,7.2
0.6,32.7,25.1,11.1
2.7,40.9,24,10.5
7.7,31.5,22.6,9.5
4.8,30,14.3,6.9
6.1,27.5,19.5,8
9.8,28.9,27.9,10.9
2.2,38.2,12.9,11.5
6,35.8,25.3,10.1
5.1,38.3,26.8,11.7
0.3,31.3,15.4,5.8
5.5,26.9,25.9,12.1
0.3,30.4,27,6.6
1.3,28.9,27.9,10.5
0.6,37.2,25.8,4.1
1.3,33.9,23.2,11.8
15.1,20.8,19.8,6.4
9.9,24.2,23.2,14
1.7,28.7,26.5,8.7
15.3,38.6,26.1,13.4
0.6,26.7,24,14.1
1,30.9,19.3,4.2
3,32.1,16.8,12.2
0.3,32.7,13.2,6.7
2.6,33.1,18.4,9.3
4.2,27.3,22.4,5.3
7.5,34.9,26.7,13.9
7.2,26.8,20.5,16.1
36.8,34.6,20.2,12.2
3.8,28.3,16.5,9.4
8.9,27.8,25.5,10.1
6.4,29.7,23.9,9
7.3,25.9,16.2,5.6
1.7,32.2,22.6,8.1
4.2,40.3,24.5,12.9
8.3,19,18,9
3.9,31.8,21,9
9.7,18.2,17.2,5.9
3.5,32.1,23.7,11
1.5,19.5,18.2,11.8
0.6,26.6,24.8,1.8
1.5,30.8,22.1,10.9
4.8,23.2,19.2,9.9
3.1,30.6,6.3,10.3
6.7,33.2,32.2,8.4
2.4,33.9,20.5,8.7
7.4,23.4,16.2,7.9
1.9,33.9,17.3,7.5
18.7,27.4,18.7,10.1
1.8,32.7,24.3,6.2
10,35.5,26.7,7.7
2.8,27.3,22.1,13.5
1.4,32.3,26.6,10.1
15.8,26.3,25.3,8.8
2.5,24.3,22.9,15.3
6.4,35.8,20.1,10.1
0.9,23.1,18.8,7.3
16.6,35.8,20.1,9.5
0.7,35,23.6,11
10.4,23.7,22.7,9.8
0.1,27.5,26.5,10.5
1.9,29.7,13.4,7.6
3.2,23.6,22.6,12.7
6.3,30,18.3,4.6
6,27.1,26.1,8.3
1.6,28.6,16.9,7.3
0.4,23.4,22.4,11.7
0.5,24.5,23.5,14
0,28.8,9.2,13.3
7.2,32,29.6,9.5
0.7,34,21.4,14.6
8.4,20.3,18.9,9.7
1.6,28.2,20.8,9.1
1,40.3,21.6,10.7
3.1,31.3,23.6,12.4
6.7,22.7,21.7,8
9.4,26.4,22.5,12
3.7,31.4,21.1,8.3
1.7,34.5,18.7,7.9
2.8,35.9,26.5,10
15.5,39.3,19.7,4.3
8.1,32.2,19.9,5.5
2.4,33.8,21,5.2
6,38.7,12.7,4.5
2.8,40.3,32.3,13.8
7.6,29.9,20.7,12.4
1.7,31.3,21.4,11.6
2.7,39,18.1,10
4.8,31.5,20,11.1
0.8,26.4,23.1,11.5
6.5,32.7,14.8,7.5
5.5,28.1,19.8,10.7
21.4,35,17.4,3.3
6.4,27.7,26.7,13.7
4.9,40.3,28.7,10.2
4.4,29.8,23.6,9
5.3,30.1,20.5,7.9
15.9,31.5,20.4,2.5
0.6,22.9,21.9,8.5
10.9,33.3,28,11.8
1.9,35.6,28.2,10.9
0,16.8,15.8,5.5
1.3,29.1,22,11.4
3.7,30.9,21.8,14.2
4,29.1,14.6,12.5
4,33.6,23.1,13.9
4.5,28.2,27.2,12.2
0.2,29.2,25.4,12.9
35.8,30,21.1,6.4
2.8,33.2,26.4,7.9
0.9,25.3,24.3,4.2
1.3,33.5,18.1,12.6
6.4,25.6,21.9,10.9
2,34.2,12.3,10.8
4.1,28.5,18.7,8.4
15.3,20.9,19.9,11.3
3.1,31.7,27.6,7.2
4.1,28.1,27.1,8.6
1.9,33.9,28.6,5.1
6.5,33.1,27.3,9.5
6.4,35.4,19.1,6.8
2.5,32.9,13.1,11.1
2.4,35,24,13.6
5.6,35.2,21.1,5.6
5.6,35.6,30.6,7.7
9.4,24.5,11.8,10.6
17.5,33.8,23.3,8.2
1.8,39.4,21.2,11
2.1,27.5,19.3,10.2
2.3,33.1,15.2,6.5
4.3,38,26.8,11.8
1.7,34,19.5,6.1
4.5,26.6,21.5,18.2
3.8,29.1,10.5,11.1
1.1,37,27.9,10
7.5,25.7,23,8.9
7.3,34.6,24.1,11
0.5,35.3,18.8,12.2
4.5,32.9,22.4,11.2
5.1,33.6,21.1,3.2
0.5,31.4,30.4,6.6
1.2,32,30.4,10.1
6.6,30.9,29.3,9.5
1.3,30.8,21.5,10.3
1.1,22.8,21.8,6.3
0.5,30.8,19.6,4.6
3.8,34.2,21.1,11.4
25.5,29.9,24.8,12.6
3.3,27.9,20.4,4.2
7.9,33.1,21.9,12.9
8.9,23.6,22.6,12.2
3.6,19.1,18.1,9.9
0.9,31,17.9,11.1
0.8,26.2,11.6,7.4
6.6,23.1,22.1,9.7
7.7,28.4,27.4,8.8
2.7,28.7,27.7,3.5
3.9,35.9,23.2,5.9
3.1,30.8,19.1,9.4
2.7,34.1,31.7,11.1
8.8,34.2,21.2,12.1
2.5,31.8,22.9,9.1
5.6,32.4,16,9.8
0.3,28.2,18.6,4.6
0.7,28.9,22.5,7.3
